model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
bertopic,Dong Liu 0002,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.786174,Computer Vision | Artificial Intelligence | Machine Learning,0.786174 | 0.765076 | 0.756516,Computer Vision | Artificial Intelligence | Machine Learning | Natural Language Processing | Robotics,0.786174 | 0.765076 | 0.756516 | 0.746203 | 0.743419
bertopic,Dong Wang 0002,Artificial Intelligence | Natural Language Processing | The Web & Information Retrieval,Human-Computer Interaction,0.595675,Human-Computer Interaction | Visualization | The Web & Information Retrieval,0.595675 | 0.519548 | 0.519443,Human-Computer Interaction | Visualization | The Web & Information Retrieval | Natural Language Processing | Software Engineering,0.595675 | 0.519548 | 0.519443 | 0.491770 | 0.480995
bertopic,Dong Zhang,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Artificial Intelligence,0.863335,Artificial Intelligence | Computer Vision | Machine Learning,0.863335 | 0.859442 | 0.858370,Artificial Intelligence | Computer Vision | Machine Learning | Visualization | Natural Language Processing,0.863335 | 0.859442 | 0.858370 | 0.840218 | 0.839057
bertopic,Dong-Ming Yan 0001,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.629447,Computer Graphics | Computer Vision | Robotics,0.629447 | 0.560747 | 0.523167,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.629447 | 0.560747 | 0.523167 | 0.500374 | 0.496502
bertopic,Donghyun Kim 0006,Artificial Intelligence | Computer Vision | Machine Learning,Machine Learning,0.940187,Machine Learning | Artificial Intelligence | Computer Vision,0.940187 | 0.936509 | 0.932202,Machine Learning | Artificial Intelligence | Computer Vision | Natural Language Processing | Data Mining,0.940187 | 0.936509 | 0.932202 | 0.919319 | 0.919102
bertopic,Donglin Wang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | Robotics,Natural Language Processing,0.847544,Natural Language Processing | Software Engineering | Artificial Intelligence,0.847544 | 0.825363 | 0.791686,Natural Language Processing | Software Engineering | Artificial Intelligence | The Web & Information Retrieval | Machine Learning,0.847544 | 0.825363 | 0.791686 | 0.791312 | 0.786765
bertopic,Dongruo Zhou,Artificial Intelligence | Machine Learning,Machine Learning,0.793163,Machine Learning | Artificial Intelligence | Data Mining,0.793163 | 0.779419 | 0.760783,Machine Learning | Artificial Intelligence | Data Mining | Robotics | Natural Language Processing,0.793163 | 0.779419 | 0.760783 | 0.746408 | 0.739356
bertopic,Dongsheng Ding,Artificial Intelligence | Machine Learning,Natural Language Processing,0.846480,Natural Language Processing | Software Engineering | Machine Learning,0.846480 | 0.825092 | 0.814763,Natural Language Processing | Software Engineering | Machine Learning | Artificial Intelligence | Data Mining,0.846480 | 0.825092 | 0.814763 | 0.813364 | 0.811837
bertopic,Dorsa Sadigh,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.920817,Robotics | Natural Language Processing | Software Engineering,0.920817 | 0.892010 | 0.890810,Robotics | Natural Language Processing | Software Engineering | Artificial Intelligence | Machine Learning,0.920817 | 0.892010 | 0.890810 | 0.889659 | 0.888249
bertopic,Eduard Gorbunov,Machine Learning,Machine Learning,0.841678,Machine Learning | Artificial Intelligence | Data Mining,0.841678 | 0.828961 | 0.813954,Machine Learning | Artificial Intelligence | Data Mining | Computer Vision | Robotics,0.841678 | 0.828961 | 0.813954 | 0.800226 | 0.791151
bertopic,Elias Bareinboim,Artificial Intelligence | Computer Vision | Machine Learning,Machine Learning,0.610778,Machine Learning | Artificial Intelligence | Data Mining,0.610778 | 0.606035 | 0.603755,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Databases,0.610778 | 0.606035 | 0.603755 | 0.593553 | 0.586080
bertopic,Emma Pierson,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.876134,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.876134 | 0.873548 | 0.843299,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Data Mining | Artificial Intelligence,0.876134 | 0.873548 | 0.843299 | 0.829893 | 0.822310
bertopic,Erez Karpas,Artificial Intelligence | Robotics,Robotics,0.837212,Robotics | Machine Learning | Artificial Intelligence,0.837212 | 0.781884 | 0.778963,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Data Mining,0.837212 | 0.781884 | 0.778963 | 0.760993 | 0.750711
bertopic,Eric Moulines,Machine Learning,Machine Learning,0.667028,Machine Learning | Artificial Intelligence | Data Mining,0.667028 | 0.659403 | 0.629851,Machine Learning | Artificial Intelligence | Data Mining | Robotics | The Web & Information Retrieval,0.667028 | 0.659403 | 0.629851 | 0.629812 | 0.628108
bertopic,Esther Rolf,Artificial Intelligence | Machine Learning,Visualization,0.702785,Visualization | Machine Learning | Artificial Intelligence,0.702785 | 0.689653 | 0.687714,Visualization | Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval,0.702785 | 0.689653 | 0.687714 | 0.686129 | 0.679178
bertopic,Eugene Vinitsky,Machine Learning | Robotics,Robotics,0.672362,Robotics | Machine Learning | Artificial Intelligence,0.672362 | 0.669244 | 0.663776,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Data Mining,0.672362 | 0.669244 | 0.663776 | 0.634707 | 0.633839
bertopic,Eunho Yang,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Data Mining,0.957577,Data Mining | Machine Learning | Artificial Intelligence,0.957577 | 0.955801 | 0.955391,Data Mining | Machine Learning | Artificial Intelligence | Computer Vision | Natural Language Processing,0.957577 | 0.955801 | 0.955391 | 0.949208 | 0.942385
bertopic,Eunice Jun,Human-Computer Interaction,Natural Language Processing,0.886516,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.886516 | 0.862482 | 0.856113,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.886516 | 0.862482 | 0.856113 | 0.854288 | 0.848916
bertopic,Evangelos A. Theodorou,Machine Learning | Robotics,Robotics,0.927824,Robotics | Machine Learning | Artificial Intelligence,0.927824 | 0.924891 | 0.918101,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Data Mining,0.927824 | 0.924891 | 0.918101 | 0.902207 | 0.886819
bertopic,Fahad Shahbaz Khan,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Vision,0.932752,Computer Vision | Computer Graphics | Robotics,0.932752 | 0.916349 | 0.896649,Computer Vision | Computer Graphics | Robotics | Artificial Intelligence | Machine Learning,0.932752 | 0.916349 | 0.896649 | 0.887524 | 0.885580
bertopic,Fajie Yuan,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Machine Learning,0.607662,Machine Learning | Artificial Intelligence | Robotics,0.607662 | 0.599768 | 0.594828,Machine Learning | Artificial Intelligence | Robotics | Data Mining | Databases,0.607662 | 0.599768 | 0.594828 | 0.590079 | 0.567919
bertopic,Falk Scholer,Human-Computer Interaction | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.355880,The Web & Information Retrieval | Visualization | Human-Computer Interaction,0.355880 | 0.245828 | 0.244482,The Web & Information Retrieval | Visualization | Human-Computer Interaction | Natural Language Processing | Data Mining,0.355880 | 0.245828 | 0.244482 | 0.243279 | 0.239371
bertopic,Fanny Chevalier,Computer Graphics | Human-Computer Interaction | Visualization,Visualization,0.416939,Visualization | Human-Computer Interaction | Natural Language Processing,0.416939 | 0.357451 | 0.219872,Visualization | Human-Computer Interaction | Natural Language Processing | The Web & Information Retrieval | Software Engineering,0.416939 | 0.357451 | 0.219872 | 0.212540 | 0.211590
bertopic,Fei Chiang,Databases,Databases,0.763422,Databases | Data Mining | The Web & Information Retrieval,0.763422 | 0.617911 | 0.603028,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.763422 | 0.617911 | 0.603028 | 0.594298 | 0.589733
bertopic,Feng Tian 0001,Artificial Intelligence | Human-Computer Interaction,Human-Computer Interaction,0.738066,Human-Computer Interaction | Visualization | Software Engineering,0.738066 | 0.643379 | 0.551589,Human-Computer Interaction | Visualization | Software Engineering | Natural Language Processing | The Web & Information Retrieval,0.738066 | 0.643379 | 0.551589 | 0.530027 | 0.527173
bertopic,Flora D. Salim,Artificial Intelligence | Data Mining | Human-Computer Interaction | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.874929,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.874929 | 0.857341 | 0.823846,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.874929 | 0.857341 | 0.823846 | 0.805838 | 0.801433
bertopic,Florian Shkurti,Artificial Intelligence | Computer Vision | Robotics,Robotics,0.808344,Robotics | Computer Graphics | Computer Vision,0.808344 | 0.779518 | 0.746795,Robotics | Computer Graphics | Computer Vision | Machine Learning | Artificial Intelligence,0.808344 | 0.779518 | 0.746795 | 0.728448 | 0.723165
bertopic,Francis Engelmann,Computer Graphics | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.976752,Computer Graphics | Robotics | Computer Vision,0.976752 | 0.965086 | 0.949707,Computer Graphics | Robotics | Computer Vision | Machine Learning | Artificial Intelligence,0.976752 | 0.965086 | 0.949707 | 0.924408 | 0.918411
bertopic,Frederic Sala,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.943914,Natural Language Processing | Machine Learning | Artificial Intelligence,0.943914 | 0.928136 | 0.927459,Natural Language Processing | Machine Learning | Artificial Intelligence | Data Mining | Software Engineering,0.943914 | 0.928136 | 0.927459 | 0.923456 | 0.914415
bertopic,Fuli Feng,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Human-Computer Interaction,0.798087,Human-Computer Interaction | The Web & Information Retrieval | Visualization,0.798087 | 0.767791 | 0.766755,Human-Computer Interaction | The Web & Information Retrieval | Visualization | Software Engineering | Natural Language Processing,0.798087 | 0.767791 | 0.766755 | 0.756869 | 0.756318
bertopic,Ganesh Ramakrishnan,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Machine Learning,0.878664,Machine Learning | Software Engineering | Artificial Intelligence,0.878664 | 0.877821 | 0.874185,Machine Learning | Software Engineering | Artificial Intelligence | Data Mining | Natural Language Processing,0.878664 | 0.877821 | 0.874185 | 0.874066 | 0.872543
bertopic,Gang Chen 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.914689,Databases | Visualization | Data Mining,0.914689 | 0.826948 | 0.826912,Databases | Visualization | Data Mining | Software Engineering | The Web & Information Retrieval,0.914689 | 0.826948 | 0.826912 | 0.813016 | 0.812625
bertopic,Gary K. Fedder,Robotics,Computer Graphics,0.859396,Computer Graphics | Robotics | Human-Computer Interaction,0.859396 | 0.798078 | 0.791072,Computer Graphics | Robotics | Human-Computer Interaction | Computer Vision | Visualization,0.859396 | 0.798078 | 0.791072 | 0.766951 | 0.756902
bertopic,Gaurav S. Sukhatme,Artificial Intelligence | Machine Learning | Robotics,Robotics,0.910977,Robotics | Machine Learning | Artificial Intelligence,0.910977 | 0.885291 | 0.880570,Robotics | Machine Learning | Artificial Intelligence | Data Mining | Computer Vision,0.910977 | 0.885291 | 0.880570 | 0.854823 | 0.851501
bertopic,Gedas Bertasius,Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Vision,0.704080,Computer Vision | Robotics | Computer Graphics,0.704080 | 0.687411 | 0.687278,Computer Vision | Robotics | Computer Graphics | Artificial Intelligence | Machine Learning,0.704080 | 0.687411 | 0.687278 | 0.666592 | 0.661695
bertopic,Georgia Chalvatzaki,Machine Learning | Robotics,Robotics,0.828674,Robotics | Machine Learning | Artificial Intelligence,0.828674 | 0.784487 | 0.773660,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Computer Graphics,0.828674 | 0.784487 | 0.773660 | 0.763824 | 0.755369
bertopic,Gerhard Neumann,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Robotics,0.924400,Robotics | Machine Learning | Artificial Intelligence,0.924400 | 0.894993 | 0.890072,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Data Mining,0.924400 | 0.894993 | 0.890072 | 0.871345 | 0.860869
bertopic,Giorgos Tolias,Computer Vision | Machine Learning,Computer Vision,0.889055,Computer Vision | Natural Language Processing | Artificial Intelligence,0.889055 | 0.874374 | 0.863153,Computer Vision | Natural Language Processing | Artificial Intelligence | Machine Learning | Software Engineering,0.889055 | 0.874374 | 0.863153 | 0.860009 | 0.845481
bertopic,Glen Berseth,Computer Graphics | Machine Learning | Robotics,Robotics,0.769121,Robotics | Machine Learning | Artificial Intelligence,0.769121 | 0.739224 | 0.730141,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Data Mining,0.769121 | 0.739224 | 0.730141 | 0.708284 | 0.699959
bertopic,Gongshen Liu,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.922766,Natural Language Processing | Software Engineering | Artificial Intelligence,0.922766 | 0.896512 | 0.893406,Natural Language Processing | Software Engineering | Artificial Intelligence | Data Mining | Machine Learning,0.922766 | 0.896512 | 0.893406 | 0.891971 | 0.891744
bertopic,Gramoz Goranci,Data Mining | Machine Learning,Databases,0.765683,Databases | Data Mining | The Web & Information Retrieval,0.765683 | 0.714844 | 0.690089,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.765683 | 0.714844 | 0.690089 | 0.654451 | 0.635195
bertopic,Greg Ver Steeg,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Machine Learning,0.922635,Machine Learning | Artificial Intelligence | Data Mining,0.922635 | 0.912521 | 0.891511,Machine Learning | Artificial Intelligence | Data Mining | Robotics | Computer Vision,0.922635 | 0.912521 | 0.891511 | 0.888286 | 0.888251
bertopic,Gregory W. Wornell,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.944178,Computer Vision | Robotics | Machine Learning,0.944178 | 0.936457 | 0.927593,Computer Vision | Robotics | Machine Learning | Artificial Intelligence | Computer Graphics,0.944178 | 0.936457 | 0.927593 | 0.925620 | 0.924298
bertopic,Guanbin Li,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Robotics,Computer Vision,0.969295,Computer Vision | Computer Graphics | Robotics,0.969295 | 0.968682 | 0.951349,Computer Vision | Computer Graphics | Robotics | Artificial Intelligence | Machine Learning,0.969295 | 0.968682 | 0.951349 | 0.934285 | 0.934170
bertopic,Guang Chen 0001,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.927569,Computer Graphics | Computer Vision | Robotics,0.927569 | 0.856379 | 0.846944,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.927569 | 0.856379 | 0.846944 | 0.794019 | 0.789756
bertopic,Guanghui Liu 0001,Artificial Intelligence | Computer Vision,Computer Graphics,0.781922,Computer Graphics | Robotics | Computer Vision,0.781922 | 0.715260 | 0.711139,Computer Graphics | Robotics | Computer Vision | Machine Learning | Artificial Intelligence,0.781922 | 0.715260 | 0.711139 | 0.676269 | 0.670548
bertopic,Guansong Pang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | The Web & Information Retrieval,Computer Vision,0.880384,Computer Vision | Machine Learning | Artificial Intelligence,0.880384 | 0.873391 | 0.871733,Computer Vision | Machine Learning | Artificial Intelligence | Robotics | Software Engineering,0.880384 | 0.873391 | 0.871733 | 0.864459 | 0.852269
bertopic,Guanxiong Sun,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.835540,Computer Graphics | Computer Vision | Robotics,0.835540 | 0.825653 | 0.814664,Computer Graphics | Computer Vision | Robotics | Artificial Intelligence | Machine Learning,0.835540 | 0.825653 | 0.814664 | 0.780847 | 0.779758
bertopic,Gui-Song Xia,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Vision,0.808998,Computer Vision | Computer Graphics | Machine Learning,0.808998 | 0.806109 | 0.769875,Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence | Robotics,0.808998 | 0.806109 | 0.769875 | 0.766583 | 0.756743
bertopic,Günther Specht,Databases,Databases,0.750167,Databases | Data Mining | The Web & Information Retrieval,0.750167 | 0.604080 | 0.585905,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.750167 | 0.604080 | 0.585905 | 0.568456 | 0.537256
bertopic,H. Jin Kim,Computer Vision | Machine Learning | Robotics,Robotics,0.952851,Robotics | Machine Learning | Artificial Intelligence,0.952851 | 0.920543 | 0.915135,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Computer Graphics,0.952851 | 0.920543 | 0.915135 | 0.909344 | 0.896211
bertopic,H. Sebastian Seung,Artificial Intelligence | Machine Learning | Robotics,Robotics,0.846591,Robotics | Machine Learning | Artificial Intelligence,0.846591 | 0.776204 | 0.770246,Robotics | Machine Learning | Artificial Intelligence | Computer Vision | Computer Graphics,0.846591 | 0.776204 | 0.770246 | 0.758494 | 0.730523
bertopic,Hadar Averbuch-Elor,Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing,Computer Graphics,0.959481,Computer Graphics | Computer Vision | Robotics,0.959481 | 0.882110 | 0.866320,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.959481 | 0.882110 | 0.866320 | 0.825308 | 0.819601
bertopic,Hadi Daneshmand,Machine Learning,Machine Learning,0.619443,Machine Learning | Artificial Intelligence | Data Mining,0.619443 | 0.602485 | 0.590632,Machine Learning | Artificial Intelligence | Data Mining | Databases | Robotics,0.619443 | 0.602485 | 0.590632 | 0.573115 | 0.568866
bertopic,Haipeng Luo,Computer Vision | Machine Learning,Machine Learning,0.680894,Machine Learning | Artificial Intelligence | Data Mining,0.680894 | 0.670304 | 0.645883,Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval | Robotics,0.680894 | 0.670304 | 0.645883 | 0.644675 | 0.629516
bertopic,Hal Daumé III,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Visualization,0.930419,Visualization | Natural Language Processing | Artificial Intelligence,0.930419 | 0.906937 | 0.890293,Visualization | Natural Language Processing | Artificial Intelligence | Machine Learning | Human-Computer Interaction,0.930419 | 0.906937 | 0.890293 | 0.888943 | 0.883930
bertopic,Hamid Karimi,Natural Language Processing,Data Mining,0.848911,Data Mining | The Web & Information Retrieval | Natural Language Processing,0.848911 | 0.839778 | 0.838772,Data Mining | The Web & Information Retrieval | Natural Language Processing | Artificial Intelligence | Machine Learning,0.848911 | 0.839778 | 0.838772 | 0.827504 | 0.822451
bertopic,Han-Jia Ye,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.945665,Computer Vision | Artificial Intelligence | Machine Learning,0.945665 | 0.942695 | 0.942157,Computer Vision | Artificial Intelligence | Machine Learning | Natural Language Processing | Data Mining,0.945665 | 0.942695 | 0.942157 | 0.938005 | 0.932192
bertopic,Hanan Samet,Data Mining | Human-Computer Interaction | Machine Learning,Databases,0.708931,Databases | Data Mining | The Web & Information Retrieval,0.708931 | 0.587545 | 0.569644,Databases | Data Mining | The Web & Information Retrieval | Artificial Intelligence | Software Engineering,0.708931 | 0.587545 | 0.569644 | 0.560363 | 0.557879
bertopic,Hande McGinty,The Web & Information Retrieval,Databases,0.577528,Databases | Data Mining | The Web & Information Retrieval,0.577528 | 0.559459 | 0.533232,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Natural Language Processing,0.577528 | 0.559459 | 0.533232 | 0.506156 | 0.466538
bertopic,Hanghang Tong,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Data Mining,0.946824,Data Mining | Databases | The Web & Information Retrieval,0.946824 | 0.931750 | 0.922016,Data Mining | Databases | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.946824 | 0.931750 | 0.922016 | 0.915565 | 0.896651
bertopic,Hanspeter Pfister,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Visualization,Computer Vision,0.966234,Computer Vision | Computer Graphics | Machine Learning,0.966234 | 0.956042 | 0.951539,Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence | Robotics,0.966234 | 0.956042 | 0.951539 | 0.950282 | 0.943326
bertopic,Haoyu Wang 0004,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.921124,The Web & Information Retrieval | Databases | Data Mining,0.921124 | 0.916014 | 0.912448,The Web & Information Retrieval | Databases | Data Mining | Natural Language Processing | Software Engineering,0.921124 | 0.916014 | 0.912448 | 0.864372 | 0.860225
bertopic,Hehe Fan,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Computer Graphics,0.840984,Computer Graphics | Computer Vision | Robotics,0.840984 | 0.820046 | 0.793729,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.840984 | 0.820046 | 0.793729 | 0.776094 | 0.775487
bertopic,Helge Rhodin,Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.895402,Computer Graphics | Computer Vision | Robotics,0.895402 | 0.837074 | 0.824258,Computer Graphics | Computer Vision | Robotics | Machine Learning | Artificial Intelligence,0.895402 | 0.837074 | 0.824258 | 0.788863 | 0.783205
bertopic,Henghui Ding,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.809904,Computer Graphics | Computer Vision | Robotics,0.809904 | 0.795989 | 0.774726,Computer Graphics | Computer Vision | Robotics | Artificial Intelligence | Machine Learning,0.809904 | 0.795989 | 0.774726 | 0.736888 | 0.731736
bertopic,Hilde Kuehne,Computer Vision | Human-Computer Interaction | Machine Learning,Computer Vision,0.886879,Computer Vision | Robotics | Artificial Intelligence,0.886879 | 0.872153 | 0.861089,Computer Vision | Robotics | Artificial Intelligence | Machine Learning | Natural Language Processing,0.886879 | 0.872153 | 0.861089 | 0.857197 | 0.842427
bertopic,Hoda Eldardiry,Data Mining | Natural Language Processing | The Web & Information Retrieval,Computer Graphics,0.632789,Computer Graphics | Computer Vision | Robotics,0.632789 | 0.612855 | 0.593909,Computer Graphics | Computer Vision | Robotics | Artificial Intelligence | Machine Learning,0.632789 | 0.612855 | 0.593909 | 0.561983 | 0.557814
bertopic,Hongbo Fu 0001,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics,Computer Graphics,0.937427,Computer Graphics | Computer Vision | Robotics,0.937427 | 0.841361 | 0.832017,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.937427 | 0.841361 | 0.832017 | 0.799027 | 0.772520
bertopic,Hongyang Li,Artificial Intelligence | Computer Vision | Machine Learning,Robotics,0.751022,Robotics | Artificial Intelligence | Computer Vision,0.751022 | 0.691114 | 0.690619,Robotics | Artificial Intelligence | Computer Vision | Machine Learning | Data Mining,0.751022 | 0.691114 | 0.690619 | 0.688311 | 0.667829
bertopic,Hongyu Zhang 0002,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Software Engineering,0.635316,Software Engineering | The Web & Information Retrieval | Natural Language Processing,0.635316 | 0.583285 | 0.549094,Software Engineering | The Web & Information Retrieval | Natural Language Processing | Databases | Data Mining,0.635316 | 0.583285 | 0.549094 | 0.543221 | 0.543104
bertopic,Hongzhi Yin,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.857153,Data Mining | The Web & Information Retrieval | Databases,0.857153 | 0.851097 | 0.830720,Data Mining | The Web & Information Retrieval | Databases | Software Engineering | Visualization,0.857153 | 0.851097 | 0.830720 | 0.820151 | 0.818492
bertopic,Hua Wei 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | The Web & Information Retrieval,The Web & Information Retrieval,0.592932,The Web & Information Retrieval | Visualization | Data Mining,0.592932 | 0.574697 | 0.531755,The Web & Information Retrieval | Visualization | Data Mining | Human-Computer Interaction | Software Engineering,0.592932 | 0.574697 | 0.531755 | 0.521219 | 0.491476
bertopic,Huamin Qu,Artificial Intelligence | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning | Natural Language Processing | Visualization,Human-Computer Interaction,0.874943,Human-Computer Interaction | Visualization | Software Engineering,0.874943 | 0.820340 | 0.711629,Human-Computer Interaction | Visualization | Software Engineering | Natural Language Processing | The Web & Information Retrieval,0.874943 | 0.820340 | 0.711629 | 0.689391 | 0.669496
bertopic,Huan Zhang 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Machine Learning,0.783068,Machine Learning | Artificial Intelligence | Data Mining,0.783068 | 0.780508 | 0.775009,Machine Learning | Artificial Intelligence | Data Mining | Computer Vision | Natural Language Processing,0.783068 | 0.780508 | 0.775009 | 0.766321 | 0.756014
bertopic,Huiyuan Fu,Artificial Intelligence | Computer Vision,Computer Vision,0.463367,Computer Vision | Artificial Intelligence | Robotics,0.463367 | 0.435930 | 0.434089,Computer Vision | Artificial Intelligence | Robotics | Computer Graphics | Machine Learning,0.463367 | 0.435930 | 0.434089 | 0.426464 | 0.423254
bertopic,Hyunwoo J. Kim,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Computer Vision,0.772349,Computer Vision | Artificial Intelligence | Machine Learning,0.772349 | 0.760174 | 0.752639,Computer Vision | Artificial Intelligence | Machine Learning | Natural Language Processing | Robotics,0.772349 | 0.760174 | 0.752639 | 0.752360 | 0.748145
bertopic,Imari Sato,Artificial Intelligence | Computer Graphics | Computer Vision,Computer Vision,0.961246,Computer Vision | Robotics | Artificial Intelligence,0.961246 | 0.955772 | 0.942418,Computer Vision | Robotics | Artificial Intelligence | Machine Learning | Computer Graphics,0.961246 | 0.955772 | 0.942418 | 0.938883 | 0.937239
bertopic,Ioannis M. Rekleitis,Robotics,Robotics,0.852409,Robotics | Computer Graphics | Computer Vision,0.852409 | 0.787003 | 0.776497,Robotics | Computer Graphics | Computer Vision | Machine Learning | Artificial Intelligence,0.852409 | 0.787003 | 0.776497 | 0.771977 | 0.769405
bertopic,Ion Stoica,Artificial Intelligence | Computer Vision | Databases | Machine Learning | Natural Language Processing | Robotics,Natural Language Processing,0.927722,Natural Language Processing | Software Engineering | Artificial Intelligence,0.927722 | 0.917018 | 0.901228,Natural Language Processing | Software Engineering | Artificial Intelligence | Machine Learning | Data Mining,0.927722 | 0.917018 | 0.901228 | 0.900138 | 0.898458
bertopic,Irwin King,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,The Web & Information Retrieval,0.848284,The Web & Information Retrieval | Data Mining | Natural Language Processing,0.848284 | 0.840768 | 0.809673,The Web & Information Retrieval | Data Mining | Natural Language Processing | Databases | Artificial Intelligence,0.848284 | 0.840768 | 0.809673 | 0.803581 | 0.794948
bertopic,Iryna Gurevych,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Software Engineering,0.904449,Software Engineering | Natural Language Processing | The Web & Information Retrieval,0.904449 | 0.899938 | 0.850427,Software Engineering | Natural Language Processing | The Web & Information Retrieval | Visualization | Artificial Intelligence,0.904449 | 0.899938 | 0.850427 | 0.849153 | 0.841514
